# name: graph_traversal_scratch
# description: Traversal-local visited-state trace with repeated neighbor checks and fresh traversal resets.
# story: Visited-map scratch state for BFS/DFS-style traversals where reset cost matters.
# value_type: int
# peak_live_entries: 156
op,key,value_seed,expected_hit
find,14,0,1
find,652,0,1
find,669,0,1
find,686,0,0
insert,686,686,0
find,9,0,1
find,669,0,1
find,686,0,1
find,703,0,0
insert,703,703,0
find,4,0,1
find,686,0,1
find,703,0,1
find,720,0,0
insert,720,720,0
find,21,0,1
find,585,0,0
insert,585,585,0
find,602,0,0
insert,602,602,0
find,619,0,0
insert,619,619,0
find,8,0,1
clear,0,0,0
find,4096,0,0
insert,4096,14096,0
find,4113,0,0
insert,4113,14113,0
find,4130,0,0
insert,4130,14130,0
find,4100,0,0
find,4097,0,0
insert,4097,14097,0
find,4114,0,0
insert,4114,14114,0
find,4131,0,0
insert,4131,14131,0
find,4101,0,0
find,4098,0,0
insert,4098,14098,0
find,4115,0,0
insert,4115,14115,0
find,4132,0,0
insert,4132,14132,0
find,4102,0,0
find,4099,0,0
insert,4099,14099,0
find,4116,0,0
insert,4116,14116,0
find,4133,0,0
insert,4133,14133,0
find,4103,0,0
find,4100,0,0
insert,4100,14100,0
find,4117,0,0
insert,4117,14117,0
find,4134,0,0
insert,4134,14134,0
find,4104,0,0
find,4101,0,0
insert,4101,14101,0
find,4118,0,0
insert,4118,14118,0
find,4135,0,0
insert,4135,14135,0
find,4105,0,0
find,4102,0,0
insert,4102,14102,0
find,4119,0,0
insert,4119,14119,0
find,4136,0,0
insert,4136,14136,0
find,4106,0,0
find,4103,0,0
insert,4103,14103,0
find,4120,0,0
insert,4120,14120,0
find,4137,0,0
insert,4137,14137,0
find,4107,0,0
find,4104,0,0
insert,4104,14104,0
find,4121,0,0
insert,4121,14121,0
find,4138,0,0
insert,4138,14138,0
find,4108,0,0
find,4105,0,0
insert,4105,14105,0
find,4122,0,0
insert,4122,14122,0
find,4139,0,0
insert,4139,14139,0
find,4109,0,0
find,4106,0,0
insert,4106,14106,0
find,4123,0,0
insert,4123,14123,0
find,4140,0,0
insert,4140,14140,0
find,4110,0,0
find,4107,0,0
insert,4107,14107,0
find,4124,0,0
insert,4124,14124,0
find,4141,0,0
insert,4141,14141,0
find,4111,0,0
find,4108,0,0
insert,4108,14108,0
find,4125,0,0
insert,4125,14125,0
find,4142,0,0
insert,4142,14142,0
find,4112,0,0
find,4109,0,0
insert,4109,14109,0
find,4126,0,0
insert,4126,14126,0
find,4143,0,0
insert,4143,14143,0
find,4113,0,1
find,4110,0,0
insert,4110,14110,0
find,4127,0,0
insert,4127,14127,0
find,4144,0,0
insert,4144,14144,0
find,4114,0,1
find,4111,0,0
insert,4111,14111,0
find,4128,0,0
insert,4128,14128,0
find,4145,0,0
insert,4145,14145,0
find,4115,0,1
find,4112,0,0
insert,4112,14112,0
find,4129,0,0
insert,4129,14129,0
find,4146,0,0
insert,4146,14146,0
find,4116,0,1
find,4113,0,1
find,4130,0,1
find,4147,0,0
insert,4147,14147,0
find,4117,0,1
find,4114,0,1
find,4131,0,1
find,4148,0,0
insert,4148,14148,0
find,4096,0,1
find,4115,0,1
find,4132,0,1
find,4149,0,0
insert,4149,14149,0
find,4097,0,1
find,4116,0,1
find,4133,0,1
find,4150,0,0
insert,4150,14150,0
find,4098,0,1
find,4117,0,1
find,4134,0,1
find,4151,0,0
insert,4151,14151,0
find,4099,0,1
find,4193,0,0
insert,4193,14193,0
find,4210,0,0
insert,4210,14210,0
find,4227,0,0
insert,4227,14227,0
find,4100,0,1
find,4210,0,1
find,4227,0,1
find,4244,0,0
insert,4244,14244,0
find,4117,0,1
find,4227,0,1
find,4244,0,1
find,4261,0,0
insert,4261,14261,0
find,4112,0,1
find,4194,0,0
insert,4194,14194,0
find,4211,0,0
insert,4211,14211,0
find,4228,0,0
insert,4228,14228,0
find,4101,0,1
find,4211,0,1
find,4228,0,1
find,4245,0,0
insert,4245,14245,0
find,4096,0,1
find,4228,0,1
find,4245,0,1
find,4262,0,0
insert,4262,14262,0
find,4113,0,1
find,4195,0,0
insert,4195,14195,0
find,4212,0,0
insert,4212,14212,0
find,4229,0,0
insert,4229,14229,0
find,4102,0,1
find,4212,0,1
find,4229,0,1
find,4246,0,0
insert,4246,14246,0
find,4097,0,1
find,4229,0,1
find,4246,0,1
find,4263,0,0
insert,4263,14263,0
find,4114,0,1
find,4196,0,0
insert,4196,14196,0
find,4213,0,0
insert,4213,14213,0
find,4230,0,0
insert,4230,14230,0
find,4103,0,1
find,4213,0,1
find,4230,0,1
find,4247,0,0
insert,4247,14247,0
find,4098,0,1
find,4230,0,1
find,4247,0,1
find,4264,0,0
insert,4264,14264,0
find,4115,0,1
find,4197,0,0
insert,4197,14197,0
find,4214,0,0
insert,4214,14214,0
find,4231,0,0
insert,4231,14231,0
find,4104,0,1
find,4214,0,1
find,4231,0,1
find,4248,0,0
insert,4248,14248,0
find,4099,0,1
find,4231,0,1
find,4248,0,1
find,4265,0,0
insert,4265,14265,0
find,4116,0,1
find,4198,0,0
insert,4198,14198,0
find,4215,0,0
insert,4215,14215,0
find,4232,0,0
insert,4232,14232,0
find,4105,0,1
find,4215,0,1
find,4232,0,1
find,4249,0,0
insert,4249,14249,0
find,4100,0,1
find,4232,0,1
find,4249,0,1
find,4266,0,0
insert,4266,14266,0
find,4117,0,1
find,4199,0,0
insert,4199,14199,0
find,4216,0,0
insert,4216,14216,0
find,4233,0,0
insert,4233,14233,0
find,4106,0,1
find,4216,0,1
find,4233,0,1
find,4250,0,0
insert,4250,14250,0
find,4101,0,1
find,4233,0,1
find,4250,0,1
find,4267,0,0
insert,4267,14267,0
find,4096,0,1
find,4200,0,0
insert,4200,14200,0
find,4217,0,0
insert,4217,14217,0
find,4234,0,0
insert,4234,14234,0
find,4107,0,1
find,4387,0,0
insert,4387,14387,0
find,4404,0,0
insert,4404,14404,0
find,4421,0,0
insert,4421,14421,0
find,4109,0,1
find,4404,0,1
find,4421,0,1
find,4438,0,0
insert,4438,14438,0
find,4104,0,1
find,4421,0,1
find,4438,0,1
find,4455,0,0
insert,4455,14455,0
find,4099,0,1
find,4438,0,1
find,4455,0,1
find,4472,0,0
insert,4472,14472,0
find,4116,0,1
find,4455,0,1
find,4472,0,1
find,4489,0,0
insert,4489,14489,0
find,4111,0,1
find,4388,0,0
insert,4388,14388,0
find,4405,0,0
insert,4405,14405,0
find,4422,0,0
insert,4422,14422,0
find,4110,0,1
find,4405,0,1
find,4422,0,1
find,4439,0,0
insert,4439,14439,0
find,4105,0,1
find,4422,0,1
find,4439,0,1
find,4456,0,0
insert,4456,14456,0
find,4100,0,1
find,4439,0,1
find,4456,0,1
find,4473,0,0
insert,4473,14473,0
find,4117,0,1
find,4456,0,1
find,4473,0,1
find,4490,0,0
insert,4490,14490,0
find,4112,0,1
find,4389,0,0
insert,4389,14389,0
find,4406,0,0
insert,4406,14406,0
find,4423,0,0
insert,4423,14423,0
find,4111,0,1
find,4406,0,1
find,4423,0,1
find,4440,0,0
insert,4440,14440,0
find,4106,0,1
find,4423,0,1
find,4440,0,1
find,4457,0,0
insert,4457,14457,0
find,4101,0,1
find,4440,0,1
find,4457,0,1
find,4474,0,0
insert,4474,14474,0
find,4096,0,1
find,4457,0,1
find,4474,0,1
find,4491,0,0
insert,4491,14491,0
find,4113,0,1
find,4390,0,0
insert,4390,14390,0
find,4407,0,0
insert,4407,14407,0
find,4424,0,0
insert,4424,14424,0
find,4112,0,1
find,4407,0,1
find,4424,0,1
find,4441,0,0
insert,4441,14441,0
find,4107,0,1
find,4424,0,1
find,4441,0,1
find,4458,0,0
insert,4458,14458,0
find,4102,0,1
find,4441,0,1
find,4458,0,1
find,4475,0,0
insert,4475,14475,0
find,4097,0,1
find,4458,0,1
find,4475,0,1
find,4492,0,0
insert,4492,14492,0
find,4114,0,1
find,4391,0,0
insert,4391,14391,0
find,4408,0,0
insert,4408,14408,0
find,4425,0,0
insert,4425,14425,0
find,4113,0,1
find,4408,0,1
find,4425,0,1
find,4442,0,0
insert,4442,14442,0
find,4108,0,1
find,4678,0,0
insert,4678,14678,0
find,4695,0,0
insert,4695,14695,0
find,4712,0,0
insert,4712,14712,0
find,4105,0,1
find,4695,0,1
find,4712,0,1
find,4729,0,0
insert,4729,14729,0
find,4100,0,1
find,4712,0,1
find,4729,0,1
find,4746,0,0
insert,4746,14746,0
find,4117,0,1
find,4729,0,1
find,4746,0,1
find,4763,0,0
insert,4763,14763,0
find,4112,0,1
find,4746,0,1
find,4763,0,1
find,4780,0,0
insert,4780,14780,0
find,4107,0,1
find,4763,0,1
find,4780,0,1
find,4797,0,0
insert,4797,14797,0
find,4102,0,1
find,4780,0,1
find,4797,0,1
find,4814,0,0
insert,4814,14814,0
find,4097,0,1
find,4679,0,0
insert,4679,14679,0
find,4696,0,0
insert,4696,14696,0
find,4713,0,0
insert,4713,14713,0
find,4106,0,1
find,4696,0,1
find,4713,0,1
find,4730,0,0
insert,4730,14730,0
find,4101,0,1
find,4713,0,1
find,4730,0,1
find,4747,0,0
insert,4747,14747,0
find,4096,0,1
find,4730,0,1
find,4747,0,1
find,4764,0,0
insert,4764,14764,0
find,4113,0,1
find,4747,0,1
find,4764,0,1
find,4781,0,0
insert,4781,14781,0
find,4108,0,1
find,4764,0,1
find,4781,0,1
find,4798,0,0
insert,4798,14798,0
find,4103,0,1
find,4781,0,1
find,4798,0,1
find,4815,0,0
insert,4815,14815,0
find,4098,0,1
find,4680,0,0
insert,4680,14680,0
find,4697,0,0
insert,4697,14697,0
find,4714,0,0
insert,4714,14714,0
find,4107,0,1
find,4697,0,1
find,4714,0,1
find,4731,0,0
insert,4731,14731,0
find,4102,0,1
find,4714,0,1
find,4731,0,1
find,4748,0,0
insert,4748,14748,0
find,4097,0,1
find,4731,0,1
find,4748,0,1
find,4765,0,0
insert,4765,14765,0
find,4114,0,1
find,4748,0,1
find,4765,0,1
find,4782,0,0
insert,4782,14782,0
find,4109,0,1
find,4765,0,1
find,4782,0,1
find,4799,0,0
insert,4799,14799,0
find,4104,0,1
find,4782,0,1
find,4799,0,1
find,4816,0,0
insert,4816,14816,0
find,4099,0,1
find,4681,0,0
insert,4681,14681,0
find,4698,0,0
insert,4698,14698,0
find,4715,0,0
insert,4715,14715,0
find,4108,0,1
clear,0,0,0
find,8192,0,0
insert,8192,28192,0
find,8209,0,0
insert,8209,28209,0
find,8226,0,0
insert,8226,28226,0
find,8200,0,0
find,8193,0,0
insert,8193,28193,0
find,8210,0,0
insert,8210,28210,0
find,8227,0,0
insert,8227,28227,0
find,8201,0,0
find,8194,0,0
insert,8194,28194,0
find,8211,0,0
insert,8211,28211,0
find,8228,0,0
insert,8228,28228,0
find,8202,0,0
find,8195,0,0
insert,8195,28195,0
find,8212,0,0
insert,8212,28212,0
find,8229,0,0
insert,8229,28229,0
find,8203,0,0
find,8196,0,0
insert,8196,28196,0
find,8213,0,0
insert,8213,28213,0
find,8230,0,0
insert,8230,28230,0
find,8204,0,0
find,8197,0,0
insert,8197,28197,0
find,8214,0,0
insert,8214,28214,0
find,8231,0,0
insert,8231,28231,0
find,8205,0,0
find,8198,0,0
insert,8198,28198,0
find,8215,0,0
insert,8215,28215,0
find,8232,0,0
insert,8232,28232,0
find,8206,0,0
find,8199,0,0
insert,8199,28199,0
find,8216,0,0
insert,8216,28216,0
find,8233,0,0
insert,8233,28233,0
find,8207,0,0
find,8200,0,0
insert,8200,28200,0
find,8217,0,0
insert,8217,28217,0
find,8234,0,0
insert,8234,28234,0
find,8208,0,0
find,8201,0,0
insert,8201,28201,0
find,8218,0,0
insert,8218,28218,0
find,8235,0,0
insert,8235,28235,0
find,8209,0,1
find,8202,0,0
insert,8202,28202,0
find,8219,0,0
insert,8219,28219,0
find,8236,0,0
insert,8236,28236,0
find,8210,0,1
find,8203,0,0
insert,8203,28203,0
find,8220,0,0
insert,8220,28220,0
find,8237,0,0
insert,8237,28237,0
find,8211,0,1
find,8204,0,0
insert,8204,28204,0
find,8221,0,0
insert,8221,28221,0
find,8238,0,0
insert,8238,28238,0
find,8212,0,1
find,8205,0,0
insert,8205,28205,0
find,8222,0,0
insert,8222,28222,0
find,8239,0,0
insert,8239,28239,0
find,8213,0,1
find,8206,0,0
insert,8206,28206,0
find,8223,0,0
insert,8223,28223,0
find,8240,0,0
insert,8240,28240,0
find,8192,0,1
find,8207,0,0
insert,8207,28207,0
find,8224,0,0
insert,8224,28224,0
find,8241,0,0
insert,8241,28241,0
find,8193,0,1
find,8208,0,0
insert,8208,28208,0
find,8225,0,0
insert,8225,28225,0
find,8242,0,0
insert,8242,28242,0
find,8194,0,1
find,8209,0,1
find,8226,0,1
find,8243,0,0
insert,8243,28243,0
find,8195,0,1
find,8210,0,1
find,8227,0,1
find,8244,0,0
insert,8244,28244,0
find,8196,0,1
find,8211,0,1
find,8228,0,1
find,8245,0,0
insert,8245,28245,0
find,8197,0,1
find,8212,0,1
find,8229,0,1
find,8246,0,0
insert,8246,28246,0
find,8198,0,1
find,8213,0,1
find,8230,0,1
find,8247,0,0
insert,8247,28247,0
find,8199,0,1
find,8289,0,0
insert,8289,28289,0
find,8306,0,0
insert,8306,28306,0
find,8323,0,0
insert,8323,28323,0
find,8200,0,1
find,8306,0,1
find,8323,0,1
find,8340,0,0
insert,8340,28340,0
find,8195,0,1
find,8323,0,1
find,8340,0,1
find,8357,0,0
insert,8357,28357,0
find,8212,0,1
find,8290,0,0
insert,8290,28290,0
find,8307,0,0
insert,8307,28307,0
find,8324,0,0
insert,8324,28324,0
find,8201,0,1
find,8307,0,1
find,8324,0,1
find,8341,0,0
insert,8341,28341,0
find,8196,0,1
find,8324,0,1
find,8341,0,1
find,8358,0,0
insert,8358,28358,0
find,8213,0,1
find,8291,0,0
insert,8291,28291,0
find,8308,0,0
insert,8308,28308,0
find,8325,0,0
insert,8325,28325,0
find,8202,0,1
find,8308,0,1
find,8325,0,1
find,8342,0,0
insert,8342,28342,0
find,8197,0,1
find,8325,0,1
find,8342,0,1
find,8359,0,0
insert,8359,28359,0
find,8192,0,1
find,8292,0,0
insert,8292,28292,0
find,8309,0,0
insert,8309,28309,0
find,8326,0,0
insert,8326,28326,0
find,8203,0,1
find,8309,0,1
find,8326,0,1
find,8343,0,0
insert,8343,28343,0
find,8198,0,1
find,8326,0,1
find,8343,0,1
find,8360,0,0
insert,8360,28360,0
find,8193,0,1
find,8293,0,0
insert,8293,28293,0
find,8310,0,0
insert,8310,28310,0
find,8327,0,0
insert,8327,28327,0
find,8204,0,1
find,8310,0,1
find,8327,0,1
find,8344,0,0
insert,8344,28344,0
find,8199,0,1
find,8327,0,1
find,8344,0,1
find,8361,0,0
insert,8361,28361,0
find,8194,0,1
find,8294,0,0
insert,8294,28294,0
find,8311,0,0
insert,8311,28311,0
find,8328,0,0
insert,8328,28328,0
find,8205,0,1
find,8311,0,1
find,8328,0,1
find,8345,0,0
insert,8345,28345,0
find,8200,0,1
find,8328,0,1
find,8345,0,1
find,8362,0,0
insert,8362,28362,0
find,8195,0,1
find,8295,0,0
insert,8295,28295,0
find,8312,0,0
insert,8312,28312,0
find,8329,0,0
insert,8329,28329,0
find,8206,0,1
find,8312,0,1
find,8329,0,1
find,8346,0,0
insert,8346,28346,0
find,8201,0,1
find,8329,0,1
find,8346,0,1
find,8363,0,0
insert,8363,28363,0
find,8196,0,1
find,8296,0,0
insert,8296,28296,0
find,8313,0,0
insert,8313,28313,0
find,8330,0,0
insert,8330,28330,0
find,8207,0,1
find,8483,0,0
insert,8483,28483,0
find,8500,0,0
insert,8500,28500,0
find,8517,0,0
insert,8517,28517,0
find,8209,0,1
find,8500,0,1
find,8517,0,1
find,8534,0,0
insert,8534,28534,0
find,8204,0,1
find,8517,0,1
find,8534,0,1
find,8551,0,0
insert,8551,28551,0
find,8199,0,1
find,8534,0,1
find,8551,0,1
find,8568,0,0
insert,8568,28568,0
find,8194,0,1
find,8551,0,1
find,8568,0,1
find,8585,0,0
insert,8585,28585,0
find,8211,0,1
find,8484,0,0
insert,8484,28484,0
find,8501,0,0
insert,8501,28501,0
find,8518,0,0
insert,8518,28518,0
find,8210,0,1
find,8501,0,1
find,8518,0,1
find,8535,0,0
insert,8535,28535,0
find,8205,0,1
find,8518,0,1
find,8535,0,1
find,8552,0,0
insert,8552,28552,0
find,8200,0,1
find,8535,0,1
find,8552,0,1
find,8569,0,0
insert,8569,28569,0
find,8195,0,1
find,8552,0,1
find,8569,0,1
find,8586,0,0
insert,8586,28586,0
find,8212,0,1
find,8485,0,0
insert,8485,28485,0
find,8502,0,0
insert,8502,28502,0
find,8519,0,0
insert,8519,28519,0
find,8211,0,1
find,8502,0,1
find,8519,0,1
find,8536,0,0
insert,8536,28536,0
find,8206,0,1
find,8519,0,1
find,8536,0,1
find,8553,0,0
insert,8553,28553,0
find,8201,0,1
find,8536,0,1
find,8553,0,1
find,8570,0,0
insert,8570,28570,0
find,8196,0,1
find,8553,0,1
find,8570,0,1
find,8587,0,0
insert,8587,28587,0
find,8213,0,1
find,8486,0,0
insert,8486,28486,0
find,8503,0,0
insert,8503,28503,0
find,8520,0,0
insert,8520,28520,0
find,8212,0,1
find,8503,0,1
find,8520,0,1
find,8537,0,0
insert,8537,28537,0
find,8207,0,1
find,8520,0,1
find,8537,0,1
find,8554,0,0
insert,8554,28554,0
find,8202,0,1
find,8537,0,1
find,8554,0,1
find,8571,0,0
insert,8571,28571,0
find,8197,0,1
find,8554,0,1
find,8571,0,1
find,8588,0,0
insert,8588,28588,0
find,8192,0,1
find,8487,0,0
insert,8487,28487,0
find,8504,0,0
insert,8504,28504,0
find,8521,0,0
insert,8521,28521,0
find,8213,0,1
find,8504,0,1
find,8521,0,1
find,8538,0,0
insert,8538,28538,0
find,8208,0,1
find,8774,0,0
insert,8774,28774,0
find,8791,0,0
insert,8791,28791,0
find,8808,0,0
insert,8808,28808,0
find,8205,0,1
find,8791,0,1
find,8808,0,1
find,8825,0,0
insert,8825,28825,0
find,8200,0,1
find,8808,0,1
find,8825,0,1
find,8842,0,0
insert,8842,28842,0
find,8195,0,1
find,8825,0,1
find,8842,0,1
find,8859,0,0
insert,8859,28859,0
find,8212,0,1
find,8842,0,1
find,8859,0,1
find,8876,0,0
insert,8876,28876,0
find,8207,0,1
find,8859,0,1
find,8876,0,1
find,8893,0,0
insert,8893,28893,0
find,8202,0,1
find,8876,0,1
find,8893,0,1
find,8910,0,0
insert,8910,28910,0
find,8197,0,1
find,8775,0,0
insert,8775,28775,0
find,8792,0,0
insert,8792,28792,0
find,8809,0,0
insert,8809,28809,0
find,8206,0,1
find,8792,0,1
find,8809,0,1
find,8826,0,0
insert,8826,28826,0
find,8201,0,1
find,8809,0,1
find,8826,0,1
find,8843,0,0
insert,8843,28843,0
find,8196,0,1
find,8826,0,1
find,8843,0,1
find,8860,0,0
insert,8860,28860,0
find,8213,0,1
find,8843,0,1
find,8860,0,1
find,8877,0,0
insert,8877,28877,0
find,8208,0,1
find,8860,0,1
find,8877,0,1
find,8894,0,0
insert,8894,28894,0
find,8203,0,1
find,8877,0,1
find,8894,0,1
find,8911,0,0
insert,8911,28911,0
find,8198,0,1
find,8776,0,0
insert,8776,28776,0
find,8793,0,0
insert,8793,28793,0
find,8810,0,0
insert,8810,28810,0
find,8207,0,1
find,8793,0,1
find,8810,0,1
find,8827,0,0
insert,8827,28827,0
find,8202,0,1
find,8810,0,1
find,8827,0,1
find,8844,0,0
insert,8844,28844,0
find,8197,0,1
